"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Vladimir Guerrero Jr.","TOR","504","2161","104","299","310","13","9.7%","16.4%",".221",".300",".284",".358",".504",".366","","134","-15.6","72.5","-54.5","9.1","19611"
"Dexter Fowler","- - -","677","2762","79","380","272","55","12.6%","22.8%",".169",".300",".246",".348",".415",".332","","108","10.6","37.5","-38.2","9.0","4062"
"Omar Narvaez","- - -","600","2083","51","212","191","0","10.7%","19.0%",".128",".302",".258",".343",".386",".319","","101","-9.3","-6.2","23.4","9.0","13338"
"Tyler O'Neill","STL","405","1370","69","212","196","35","7.9%","30.9%",".217",".320",".251",".320",".468",".337","","115","9.2","35.0","6.3","8.9","15711"
"Manuel Margot","- - -","689","2512","48","276","245","82","7.1%","18.0%",".132",".295",".254",".308",".386",".300","","90","10.5","-21.2","29.1","8.9","14712"
"Brian Anderson","MIA","531","2161","57","249","233","13","9.3%","23.3%",".154",".318",".256",".341",".410",".326","","107","0.3","20.6","-0.4","8.8","18289"
"Josh Harrison","- - -","796","3108","51","350","280","60","4.7%","15.8%",".119",".305",".268",".319",".387",".308","","92","5.9","-23.6","9.5","8.8","8202"
"Jed Lowrie","- - -","664","2661","65","298","310","2","10.1%","18.3%",".148",".292",".253",".330",".401",".318","","104","-5.0","7.7","-11.1","8.7","4418"
"David Freese","- - -","584","1963","59","233","243","1","9.2%","24.5%",".157",".345",".274",".355",".431",".341","","114","-13.0","21.3","0.3","8.7","9549"
"Salvador Perez","KCR","851","3436","179","376","523","5","3.4%","20.9%",".217",".280",".260",".295",".477",".326","","104","-24.1","-8.4","-22.4","8.6","7304"
"Roberto Perez","- - -","482","1657","54","155","188","2","11.2%","29.9%",".156",".266",".204",".297",".360",".288","","77","-9.0","-55.8","82.8","8.6","2900"
"Christian Walker","- - -","539","2038","87","268","255","12","9.8%","23.2%",".203",".287",".248",".329",".451",".334","","108","4.4","24.8","-8.1","8.6","13419"
"Billy Hamilton","- - -","783","2650","18","371","140","255","7.3%","22.1%",".082",".301",".235",".291",".317",".269","","62","57.1","-67.7","64.9","8.5","10199"
"Miguel Sano","MIN","694","2859","162","386","418","5","11.6%","36.4%",".248",".323",".234",".326",".482",".342","","115","-12.7","41.5","-55.4","8.5","12164"
"J.P. Crawford","- - -","523","2143","27","247","184","20","10.3%","17.5%",".110",".295",".248",".333",".358",".307","","98","-2.5","-8.3","20.2","8.5","15491"
"Travis Shaw","- - -","733","2690","114","310","366","20","10.2%","24.2%",".200",".276",".237",".319",".437",".323","","99","-5.2","-10.8","6.1","8.5","11982"
"Jeimer Candelario","- - -","606","2460","66","283","248","7","9.6%","23.9%",".160",".298",".240",".322",".401",".315","","99","1.4","-1.7","0.5","8.4","13621"
"Austin Barnes","LAD","486","1357","32","175","138","18","12.1%","22.0%",".133",".275",".225",".333",".358",".307","","93","-2.5","-15.1","53.7","8.4","12158"
"Jake Marisnick","- - -","726","1809","59","250","189","65","5.6%","30.7%",".172",".305",".228",".285",".401",".294","","85","11.1","-20.5","41.7","8.4","11339"
"Michael A. Taylor","- - -","823","2745","73","306","276","95","6.8%","29.2%",".140",".323",".242",".296",".382",".293","","80","12.3","-53.3","48.0","8.4","11489"
"Josh Bell","- - -","852","3406","130","436","468","4","11.9%","18.2%",".197",".288",".262",".351",".459",".345","","116","-27.9","40.3","-71.3","8.4","13145"
"Brian McCann","- - -","510","1958","83","221","282","2","9.9%","17.7%",".178",".248",".237",".323",".415",".319","","99","-13.5","-16.7","33.1","8.3","4810"
"Yasiel Puig","- - -","609","2304","97","283","304","57","8.4%","20.0%",".199",".294",".264",".330",".462",".336","","110","-6.5","23.1","-16.8","8.2","14225"
"Yandy Diaz","- - -","472","1883","39","242","198","8","12.6%","14.7%",".133",".313",".278",".372",".411",".343","","123","-10.9","38.8","-21.2","8.1","16578"
"Dee Strange-Gordon","- - -","696","2843","14","365","168","206","3.5%","14.1%",".075",".337",".293",".322",".367",".299","","89","27.1","-13.7","-2.7","8.1","8203"
"Andres Gimenez","- - -","263","899","25","111","97","39","5.8%","21.6%",".156",".330",".274",".345",".429",".337","","119","9.1","28.2","21.5","8.1","19950"
"Khris Davis","- - -","780","3102","188","409","494","11","9.2%","27.8%",".252",".272",".239",".315",".491",".340","","117","-14.3","46.6","-73.8","8.0","9112"
"Jake Lamb","- - -","668","2463","90","313","326","17","11.6%","25.9%",".197",".290",".236",".330",".432",".326","","99","4.9","1.8","-4.2","7.9","13329"
"Matt Duffy","- - -","592","2276","29","248","207","40","7.1%","16.9%",".095",".330",".280",".338",".375",".314","","100","-7.3","-7.8","8.8","7.9","13836"
"Howie Kendrick","- - -","540","2002","49","258","223","31","6.9%","17.0%",".146",".339",".296",".348",".442",".339","","112","-1.7","28.6","-14.4","7.8","4229"
"Aledmys Diaz","- - -","582","2165","74","264","269","14","6.4%","14.7%",".177",".282",".266",".320",".443",".325","","105","-14.0","-0.8","4.7","7.7","15937"
"Miguel Cabrera","DET","880","3615","117","365","478","3","10.2%","19.7%",".156",".328",".282",".357",".438",".341","","115","-41.8","24.2","-75.7","7.6","1744"
"Randy Arozarena","- - -","336","1348","48","185","171","58","8.2%","26.1%",".193",".341",".269",".344",".463",".347","","129","-2.1","44.7","-14.6","7.5","19290"
"Yan Gomes","- - -","702","2616","89","277","322","5","5.5%","23.8%",".165",".278",".235",".287",".400",".294","","81","-7.1","-67.6","55.4","7.5","9627"
"Jordy Mercer","- - -","656","2428","45","234","221","6","7.6%","17.5%",".124",".295",".254",".315",".378",".297","","83","3.1","-46.1","41.2","7.5","6547"
"Eric Hosmer","- - -","1088","4489","137","534","604","34","8.5%","18.7%",".156",".319",".278",".340",".433",".332","","109","-20.1","27.8","-103.0","7.5","3516"
"Jarrod Dyson","- - -","639","1856","17","253","127","146","8.4%","15.9%",".094",".278",".237",".309",".330",".282","","73","32.5","-30.0","42.1","7.4","4866"
"David Ortiz","BOS","297","1240","75","152","235","2","12.7%","14.6%",".293",".288",".294",".381",".587",".399","","151","-15.2","59.7","-30.3","7.4","745"
"David Fletcher","LAA","501","2083","14","243","156","29","6.1%","9.6%",".082",".303",".278",".324",".360",".299","","87","2.3","-31.5","32.6","7.3","17992"
"Trent Grisham","- - -","394","1486","48","185","165","31","10.9%","25.6%",".173",".274",".222",".316",".395",".311","","98","8.3","5.1","16.3","7.2","18564"
"Neil Walker","- - -","621","2329","72","275","262","10","9.7%","19.2%",".159",".298",".260",".336",".419",".326","","105","0.8","15.0","-20.0","7.2","7539"
"Alex Verdugo","- - -","509","1957","44","254","201","15","7.5%","15.0%",".144",".319",".286",".341",".431",".331","","107","2.5","20.2","-10.7","7.2","17027"
"Trey Mancini","- - -","752","3119","125","376","372","2","7.8%","23.0%",".192",".311",".265",".330",".457",".336","","111","-10.9","33.0","-67.2","7.1","15149"
"Shin-Soo Choo","TEX","676","2951","101","406","315","49","12.2%","23.1%",".175",".321",".263",".367",".439",".350","","113","5.9","52.3","-84.6","7.1","3174"
"Jesse Winker","- - -","549","2070","80","265","243","3","12.9%","17.1%",".192",".297",".270",".374",".463",".362","","126","-17.3","49.3","-47.5","7.1","13590"
"Daulton Varsho","ARI","283","1022","41","136","121","25","8.6%","24.0%",".199",".272",".234",".306",".432",".319","","101","8.3","8.6","25.0","7.1","19918"
"Luis Arraez","MIN","389","1569","14","216","132","8","8.7%","8.3%",".096",".336",".314",".374",".410",".342","","120","1.7","39.5","-24.0","7.1","18568"
"Amed Rosario","- - -","697","2822","54","350","276","81","4.4%","19.7%",".130",".327",".274",".308",".404",".306","","95","8.4","-10.6","-10.0","7.0","15518"
"Joe Panik","- - -","745","2812","41","309","240","22","8.5%","10.0%",".113",".276",".259",".327",".372",".304","","90","-4.0","-39.2","17.1","7.0","11936"
"Wilson Ramos","- - -","664","2509","90","237","361","1","6.4%","17.2%",".160",".297",".272",".319",".432",".320","","101","-31.9","-28.1","17.6","7.0","1433"
"Jose Bautista","- - -","548","2268","98","320","296","20","15.3%","21.6%",".213",".246",".224",".348",".437",".341","","115","-7.8","30.6","-39.3","7.0","1887"
"Ke'Bryan Hayes","PIT","256","1051","18","121","90","30","8.4%","21.8%",".125",".324",".261",".326",".386",".312","","97","2.2","-0.8","32.3","6.9","18577"
"Adam Jones","- - -","718","3029","113","362","368","16","4.8%","17.3%",".170",".297",".272",".313",".443",".322","","100","0.0","-0.7","-34.1","6.9","6368"
"Nicky Lopez","KCR","452","1639","5","188","106","36","7.0%","14.0%",".069",".294",".252",".309",".321",".280","","73","10.8","-42.9","52.9","6.8","19339"
"Robbie Grossman","- - -","845","3186","70","376","308","48","13.2%","21.4%",".140",".299",".244",".349",".384",".323","","105","1.0","18.9","-60.1","6.7","5254"
"Adolis Garcia","- - -","329","1303","58","168","192","41","5.6%","29.8%",".206",".305",".243",".290",".449",".316","","103","4.6","8.4","13.9","6.7","19287"
"Adalberto Mondesi","KCR","358","1366","38","180","157","133","4.4%","30.2%",".163",".329",".244",".280",".408",".292","","79","22.0","-13.4","30.9","6.7","13769"
"Mitch Garver","- - -","364","1285","63","173","178","2","10.7%","26.1%",".231",".293",".248",".334",".479",".345","","119","-1.6","29.2","-7.0","6.6","15161"
"Danny Jansen","TOR","323","1079","48","137","143","1","9.5%","19.9%",".201",".236",".223",".307",".423",".315","","98","-0.7","-4.9","33.9","6.6","16535"
"Logan Forsythe","- - -","633","2442","53","278","224","23","10.6%","22.2%",".133",".307",".248",".336",".381",".316","","98","1.0","-8.5","-11.2","6.6","7185"
"Luis Robert","CHW","222","924","36","129","130","26","5.5%","22.8%",".184",".345",".289",".334",".474",".346","","122","7.5","32.3","-0.3","6.6","20043"
"Dustin Pedroia","BOS","361","1620","34","199","179","13","9.3%","10.8%",".124",".319",".299",".364",".423",".343","","111","-10.1","11.1","-2.2","6.5","8370"
"Steven Souza Jr.","- - -","484","1869","70","221","205","42","10.4%","31.8%",".180",".314",".231",".319",".411",".318","","101","10.8","12.9","-10.8","6.5","5667"
"Ryan McMahon","COL","605","2151","81","259","282","19","10.0%","27.9%",".183",".311",".244",".324",".427",".324","","89","2.7","-28.3","20.4","6.5","15112"
"Stephen Piscotty","- - -","726","2802","93","322","354","23","8.0%","22.2%",".174",".302",".255",".324",".430",".325","","106","-9.6","10.3","-41.3","6.4","13367"
"Jonathan Lucroy","- - -","603","2245","49","236","254","7","8.4%","14.9%",".132",".290",".262",".328",".394",".312","","91","-17.7","-42.8","29.8","6.4","7870"
"Nico Hoerner","CHC","247","895","13","105","101","28","6.7%","13.1%",".108",".308",".277",".333",".385",".313","","98","2.6","0.1","30.6","6.4","21479"
"Manny Pina","- - -","409","1226","42","130","148","4","7.6%","20.9%",".167",".279",".244",".314",".411",".312","","91","-5.9","-19.5","42.5","6.3","2829"
"Austin Meadows","- - -","411","1672","70","209","236","23","9.3%","21.5%",".216",".295",".259",".334",".475",".341","","120","-3.3","38.9","-31.1","6.3","15672"
"Jurickson Profar","- - -","742","2761","71","347","285","44","10.1%","15.7%",".152",".263",".239",".325",".391",".313","","96","4.4","-9.3","-24.6","6.2","10815"
"Carlos Gonzalez","- - -","616","2444","98","338","328","12","8.3%","22.3%",".201",".318",".273",".333",".474",".342","","99","2.0","-1.1","-17.9","6.2","7287"
"Lourdes Gurriel Jr.","TOR","468","1864","68","224","254","14","5.7%","20.3%",".183",".327",".285",".329",".468",".339","","115","-8.5","25.3","-24.8","6.2","19238"
"Max Stassi","- - -","393","1257","41","134","123","0","9.5%","29.5%",".150",".271",".209",".294",".359",".289","","82","-9.2","-36.7","54.7","6.1","10059"
"Scooter Gennett","- - -","587","2207","72","281","285","16","5.6%","20.9%",".168",".330",".281",".326",".450",".331","","103","-2.6","5.4","-15.6","6.1","10339"
"Tony Kemp","- - -","610","1818","30","219","157","38","10.0%","14.1%",".119",".272",".244",".330",".363",".306","","98","6.0","1.6","-2.8","6.1","14894"
"Ty France","- - -","404","1619","49","189","203","0","6.2%","17.7%",".160",".315",".279",".347",".438",".341","","123","-10.0","33.6","-27.9","6.1","17982"
"Cameron Maybin","- - -","601","2183","40","283","204","94","9.6%","20.6%",".120",".321",".262",".336",".383",".315","","98","8.7","4.2","-17.6","6.0","5223"
"Myles Straw","- - -","408","1458","5","197","96","67","9.9%","17.4%",".066",".301",".247",".322",".313",".286","","81","17.9","-13.8","23.8","6.0","17620"
"Justin Smoak","- - -","720","2532","122","297","336","1","12.4%","24.9%",".220",".269",".233",".333",".453",".337","","112","-21.1","14.0","-42.9","6.0","9054"
"Jung Ho Kang","PIT","297","1028","46","120","144","8","7.3%","23.2%",".212",".294",".254",".331",".466",".342","","116","-0.5","17.8","5.6","5.9","17182"
"Alex Gordon","KCR","721","2854","69","302","274","34","9.3%","22.0%",".132",".291",".240",".327",".372",".306","","88","-0.7","-42.8","-0.2","5.8","5209"
"Gio Urshela","- - -","602","2142","62","246","256","4","6.2%","19.0%",".154",".316",".275",".321",".428",".322","","104","-21.7","-10.7","-2.6","5.8","10681"
"Nick Markakis","ATL","789","3355","48","370","388","5","10.1%","13.6%",".119",".318",".283",".357",".402",".328","","102","-12.8","-5.4","-45.2","5.7","5930"
"Gregory Polanco","PIT","734","2908","89","349","329","84","8.8%","21.8%",".173",".284",".242",".310",".416",".310","","93","10.2","-17.2","-23.9","5.7","12907"
"Austin Slater","SFG","461","1279","33","162","133","43","10.5%","27.5%",".146",".343",".255",".345",".402",".327","","107","11.6","22.4","-10.3","5.5","16153"
"Dylan Moore","SEA","381","1073","35","140","112","65","10.5%","30.0%",".176",".277",".208",".317",".384",".308","","100","3.7","2.9","13.9","5.4","18042"
"Leonys Martin","- - -","436","1641","43","192","133","56","7.3%","24.7%",".132",".284",".229",".291",".362",".284","","76","9.0","-38.7","34.8","5.4","11846"
"Delino DeShields","- - -","601","2114","19","302","139","111","10.0%","23.0%",".096",".323",".246",".327",".342",".297","","77","29.9","-28.7","8.8","5.4","11379"
"Jorge Alfaro","- - -","478","1658","47","150","194","18","4.2%","34.1%",".140",".372",".256",".305",".396",".301","","89","-6.4","-29.6","29.2","5.4","12180"
"Jesus Aguilar","- - -","740","2505","109","278","390","1","8.9%","23.1%",".197",".294",".256",".326",".454",".332","","108","-13.7","13.0","-41.2","5.3","11342"
"Chase Headley","- - -","470","1817","37","211","178","17","9.2%","22.3%",".121",".317",".256",".331",".377",".311","","93","5.0","-9.4","1.0","5.3","4720"
"Julio Rodriguez","SEA","132","560","28","84","75","25","7.1%","25.9%",".225",".345",".284",".345",".509",".366","","146","4.3","33.4","-0.5","5.3","23697"
"Adley Rutschman","BAL","113","470","13","70","42","4","13.8%","18.3%",".191",".291",".254",".362",".445",".354","","133","5.0","22.4","13.1","5.3","26288"
"Austin Hedges","- - -","605","2001","66","173","207","12","6.2%","27.7%",".142",".229",".189",".247",".331",".250","","54","-6.5","-118.5","105.5","5.2","12976"
"Joe Mauer","MIN","560","2382","34","270","234","6","11.0%","15.7%",".113",".323",".278",".358",".391",".326","","103","-11.7","-3.3","-24.8","5.2","1857"
"Mallex Smith","- - -","442","1654","13","198","114","120","8.1%","21.9%",".105",".329",".255",".325",".361",".301","","90","19.2","-1.7","-3.6","5.2","13608"
"Luke Voit","- - -","486","1838","95","242","272","1","10.2%","28.5%",".222",".314",".254",".342",".476",".350","","123","-11.8","41.3","-50.5","5.2","14811"
"Adeiny Hechavarria","- - -","587","1999","31","218","182","17","5.2%","16.8%",".109",".293",".255",".294",".363",".282","","76","3.0","-54.8","41.5","5.2","10459"
"Niko Goodrum","- - -","402","1531","42","173","152","46","9.0%","31.3%",".163",".312",".226",".299",".389",".297","","85","10.9","-16.6","14.0","5.2","12092"
"Adam Engel","CHW","523","1540","30","173","123","47","4.9%","29.2%",".125",".308",".225",".280",".350",".275","","72","12.5","-40.2","38.9","5.2","15082"
"Domingo Santana","- - -","510","1901","77","232","244","30","10.9%","31.5%",".194",".351",".257",".344",".451",".341","","112","4.3","33.0","-46.5","5.1","10348"
"Ryan Zimmerman","WSN","601","2219","100","273","351","7","7.6%","21.6%",".214",".288",".259",".316",".472",".334","","105","0.7","15.1","-35.7","5.1","4220"
"Nathaniel Lowe","- - -","385","1532","56","183","178","11","9.8%","25.3%",".175",".349",".278",".352",".454",".348","","125","-4.6","39.9","-40.6","5.1","19566"
"Eloy Jimenez","CHW","316","1288","71","158","211","0","6.7%","24.8%",".228",".318",".276",".327",".504",".351","","124","-0.7","35.5","-30.6","5.1","17484"
"Curt Casali","- - -","432","1274","47","127","145","2","10.8%","27.9%",".177",".286",".227",".319",".404",".313","","95","-4.4","-12.5","19.8","5.1","12510"
"Jon Berti","- - -","303","1126","16","157","87","76","10.7%","23.4%",".109",".317",".244",".335",".353",".307","","95","19.6","12.5","1.5","5.1","12037"
"Cavan Biggio","TOR","335","1292","37","177","127","25","14.5%","26.9%",".167",".297",".228",".346",".394",".325","","105","6.6","14.9","-6.2","5.1","19252"
"Jorge Soler","- - -","709","2796","129","328","357","9","10.5%","27.3%",".214",".291",".240",".327",".454",".334","","108","-8.5","21.2","-66.4","5.0","14221"
"Jace Peterson","- - -","714","2265","36","236","207","60","11.4%","21.7%",".115",".292",".234",".325",".349",".299","","85","10.9","-29.4","3.2","5.0","12325"
"Yangervis Solarte","- - -","539","2110","65","226","259","6","6.4%","12.7%",".160",".268",".257",".310",".417",".313","","96","-15.2","-26.2","5.6","4.9","5352"
"Troy Tulowitzki","- - -","330","1351","49","148","176","2","7.4%","19.2%",".167",".294",".263",".322",".430",".323","","98","-9.7","-12.5","15.4","4.9","3531"
